TF (knockdown),Gene Symbol,Logratio(log10),Fold change
Esrrb,Tnfrsf17,-0.3556,0.4409
Esrrb,LOC380835,-0.3565,0.44
Esrrb,Wdr31,-0.3566,0.4399
Esrrb,Zfp712,-0.357,0.4395
Esrrb,2610034B18Rik,-0.357,0.4395
Esrrb,1700012A16Rik,-0.3571,0.4394
Esrrb,Add3,-0.3574,0.4391
Esrrb,Csad,-0.3578,0.4387
Esrrb,Trim38,-0.358,0.4385
Esrrb,Gsdma1,-0.3585,0.438
Esrrb,1700019A02Rik,-0.3587,0.4378
Esrrb,9430079G20Rik,-0.3587,0.4378
Esrrb,Dmrt1,-0.3587,0.4378
Esrrb,4932413F04Rik,-0.359,0.4375
Esrrb,2900092E17Rik,-0.3593,0.4372
Esrrb,2810038L03Rik,-0.3594,0.4371
Esrrb,Sfrp4,-0.3597,0.4368
Esrrb,Ppig,-0.3599,0.4366
Esrrb,EG666591,-0.36,0.4365
Esrrb,Dclk2,-0.3602,0.4363
Esrrb,Prdm14,-0.3605,0.436
Esrrb,Ipo11,-0.3608,0.4357
Esrrb,Prdm1,-0.3608,0.4357
Esrrb,Fank1,-0.3616,0.4349
Esrrb,EG333669,-0.3617,0.4348
Esrrb,Apobec3,-0.3626,0.4339
Esrrb,Aqp6,-0.3626,0.4339
Esrrb,2310034G01Rik,-0.3626,0.4339
Esrrb,C230037E05Rik,-0.3627,0.4338
Esrrb,Vill,-0.3629,0.4336
Esrrb,6530401D17Rik,-0.3629,0.4336
Esrrb,Smtnl2,-0.3631,0.4334
Esrrb,AY074887,-0.3632,0.4333
Esrrb,OTTMUSG00000010086,-0.3635,0.433
Esrrb,Serpinb1c,-0.364,0.4325
Esrrb,Elovl6,-0.364,0.4325
Esrrb,Ldb2,-0.3641,0.4324
Esrrb,Dpp4,-0.3645,0.432
Esrrb,LOC640324,-0.3647,0.4318
Esrrb,Slc5a4b,-0.3648,0.4317
Esrrb,2410133F24Rik,-0.3648,0.4317
Esrrb,Acan,-0.3649,0.4316
Esrrb,LOC433419,-0.3649,0.4316
Esrrb,Npy,-0.3651,0.4314
Esrrb,Slc35f3,-0.3651,0.4314
Esrrb,Gfod1,-0.3652,0.4313
Esrrb,2310030A07Rik,-0.3654,0.4311
Esrrb,Gabbr1,-0.3654,0.4311
Esrrb,Clcnkb,-0.3655,0.431
Esrrb,Tubal3,-0.3655,0.431
Esrrb,Saa3,-0.3656,0.4309
Esrrb,Calb2,-0.3664,0.4301
Esrrb,Spink3,-0.3664,0.4301
Esrrb,Nup62,-0.3665,0.43
Esrrb,OTTMUSG00000016293,-0.3665,0.43
Esrrb,4932417I16Rik,-0.3666,0.4299
Esrrb,Bche,-0.3666,0.4299
Esrrb,Macrod2,-0.3667,0.4298
Esrrb,EG547109,-0.3668,0.4297
Esrrb,2810403G07Rik,-0.367,0.4295
Esrrb,Mapt,-0.3673,0.4292
Esrrb,LOC432833,-0.3679,0.4286
Esrrb,Arhgap9,-0.3681,0.4284
Esrrb,2700038C09Rik,-0.3684,0.4281
Esrrb,Rnf165,-0.3684,0.4281
Esrrb,C330048F19,-0.3686,0.4279
Esrrb,Exoc4,-0.3686,0.4279
Esrrb,Klf2,-0.3688,0.4277
Esrrb,Pnoc,-0.3689,0.4276
Esrrb,Mep1b,-0.369,0.4275
Esrrb,Slc25a35,-0.3692,0.4273
Esrrb,Cylc1,-0.3693,0.4272
Esrrb,Pacsin1,-0.371,0.4255
Esrrb,Slc27a5,-0.3711,0.4255
Esrrb,Sgk2,-0.3711,0.4255
Esrrb,Hectd2,-0.3713,0.4253
Esrrb,Hist1h2ao,-0.3722,0.4244
Esrrb,Cdca7l,-0.3726,0.424
Esrrb,Wfdc2,-0.3738,0.4228
Esrrb,Tcte1,-0.3738,0.4228
Esrrb,Tcp11,-0.3738,0.4228
Esrrb,Gcgr,-0.3739,0.4227
Esrrb,1700097N02Rik,-0.3742,0.4224
Esrrb,D130040H23Rik,-0.3747,0.4219
Esrrb,Acsl1,-0.3748,0.4218
Esrrb,Dmrtc2,-0.375,0.4216
Esrrb,Casz1,-0.376,0.4207
Esrrb,Tbc1d10c,-0.3764,0.4203
Esrrb,Olfr735,-0.3766,0.4201
Esrrb,A130034M23Rik,-0.3766,0.4201
Esrrb,Lonrf2,-0.377,0.4197
Esrrb,Xlr4a,-0.3772,0.4195
Esrrb,2210409E12Rik,-0.3773,0.4194
Esrrb,EG619959,-0.3773,0.4194
Esrrb,Hist1h2af,-0.378,0.4187
Esrrb,Ptpro,-0.378,0.4187
Esrrb,Nphp3,-0.3783,0.4185
Esrrb,BC060267,-0.3783,0.4185
Esrrb,Aqp11,-0.3783,0.4185
Esrrb,9530004P13Rik,-0.3783,0.4185
Esrrb,EG545893,-0.3784,0.4184
Esrrb,BC052688,-0.3785,0.4183
Esrrb,Gpr160,-0.3785,0.4183
Esrrb,Mgat3,-0.3788,0.418
Esrrb,2210417A02Rik,-0.3791,0.4177
Esrrb,Mypn,-0.3798,0.417
Esrrb,She,-0.3802,0.4166
Esrrb,Phyh,-0.3804,0.4164
Esrrb,Slc29a1,-0.3808,0.4161
Esrrb,Cckbr,-0.3811,0.4158
Esrrb,Wfdc10,-0.3812,0.4157
Esrrb,1520402A15Rik,-0.3813,0.4156
Esrrb,Tex14,-0.3813,0.4156
Esrrb,LOC433871,-0.3814,0.4155
Esrrb,1700027A23Rik,-0.3815,0.4154
Esrrb,2900054J07Rik,-0.3822,0.4147
Esrrb,Elmo1,-0.383,0.4139
Esrrb,Eif2s2,-0.3831,0.4139
Esrrb,LOC546554,-0.3843,0.4127
Esrrb,Angptl4,-0.3843,0.4127
Esrrb,A330049M08Rik,-0.3845,0.4125
Esrrb,Epor,-0.3847,0.4123
Esrrb,Tulp2,-0.3849,0.4121
Esrrb,Slc24a1,-0.3852,0.4119
Esrrb,Zfhx2,-0.3859,0.4112
Esrrb,Efhb,-0.386,0.4111
Esrrb,Adamts8,-0.386,0.4111
Esrrb,Sh3gl2,-0.3862,0.4109
Esrrb,4930465K10Rik,-0.3862,0.4109
Esrrb,Ramp2,-0.3863,0.4108
Esrrb,2900062L11Rik,-0.3863,0.4108
Esrrb,Nfib,-0.3864,0.4107
Esrrb,0610039H22Rik,-0.3871,0.4101
Esrrb,Insc,-0.3873,0.4099
Esrrb,4931440B09Rik,-0.3876,0.4096
Esrrb,Dpyd,-0.3881,0.4091
Esrrb,A930037O16Rik,-0.3884,0.4088
Esrrb,Olfr143,-0.3884,0.4088
Esrrb,C130090K23Rik,-0.3886,0.4086
Esrrb,Zfp827,-0.3887,0.4086
Esrrb,Tet2,-0.3889,0.4084
Esrrb,Zfp820,-0.389,0.4083
Esrrb,LOC434182,-0.3892,0.4081
Esrrb,Hist1h2ag,-0.3894,0.4079
Esrrb,Cox7a1,-0.3898,0.4075
Esrrb,Ppp1r9a,-0.3898,0.4075
Esrrb,Mip,-0.39,0.4073
Esrrb,9230110I02Rik,-0.39,0.4073
Esrrb,Slc13a4,-0.3902,0.4071
Esrrb,Oas1b,-0.391,0.4064
Esrrb,C430042M11Rik,-0.3911,0.4063
Esrrb,2410152P15Rik,-0.3921,0.4054
Esrrb,5430435K18Rik,-0.3922,0.4053
Esrrb,Suclg2,-0.3922,0.4053
Esrrb,Creg2,-0.3932,0.4043
Esrrb,Aldoart2,-0.3934,0.4042
Esrrb,Zfp11,-0.394,0.4036
Esrrb,Rnf135,-0.3941,0.4035
Esrrb,1700021A07Rik,-0.3943,0.4033
Esrrb,Gtsf1,-0.3949,0.4028
Esrrb,Centa2,-0.3956,0.4021
Esrrb,9930022N03Rik,-0.3957,0.402
Esrrb,Pitpnc1,-0.3957,0.402
Esrrb,Miox,-0.3964,0.4014
Esrrb,EG433844,-0.3965,0.4013
Esrrb,Aplp1,-0.3966,0.4012
Esrrb,Tnfsf11,-0.3967,0.4011
Esrrb,Wdr17,-0.3969,0.4009
Esrrb,Odz3,-0.3975,0.4004
Esrrb,Hpcal4,-0.3976,0.4003
Esrrb,Crhbp,-0.3981,0.3998
Esrrb,Prph2,-0.3981,0.3998
Esrrb,Tac2,-0.3983,0.3996
Esrrb,Gsta1,-0.3984,0.3995
Esrrb,Frat1,-0.3986,0.3993
Esrrb,0610012H03Rik,-0.3987,0.3993
Esrrb,Hist1h2an,-0.3993,0.3987
Esrrb,Ftcd,-0.3994,0.3986
Esrrb,Cd1d2,-0.3994,0.3986
Esrrb,Dpy30,-0.3999,0.3981
Esrrb,Guca1a,-0.4002,0.3979
Esrrb,Phf19,-0.4004,0.3977
Esrrb,Ccdc14,-0.4011,0.3971
Esrrb,Cbll1,-0.4012,0.397
Esrrb,Rhox4g,-0.4012,0.397
Esrrb,BC065085,-0.4014,0.3968
Esrrb,Slc6a3,-0.4014,0.3968
Esrrb,2810451A06Rik,-0.4018,0.3964
Esrrb,B230217C12Rik,-0.4025,0.3958
Esrrb,Prelid2,-0.4026,0.3957
Esrrb,Apol7a,-0.4027,0.3956
Esrrb,Cyp4f14,-0.4029,0.3954
Esrrb,Tnfaip8l1,-0.403,0.3953
Esrrb,Prdm16,-0.4032,0.3951
Esrrb,Cdyl2,-0.4033,0.395
Esrrb,4932411G14Rik,-0.4038,0.3946
Esrrb,Lck,-0.4041,0.3943
Esrrb,Pde9a,-0.405,0.3935
Esrrb,D030068K23Rik,-0.4059,0.3927
Esrrb,Gpr37l1,-0.4067,0.392
Esrrb,9630025I21Rik,-0.4071,0.3916
Esrrb,Opn4,-0.4072,0.3915
Esrrb,Lgi2,-0.4075,0.3912
Esrrb,Arhgef15,-0.4077,0.3911
Esrrb,Mlxipl,-0.4081,0.3907
Esrrb,A530088H08Rik,-0.4084,0.3904
Esrrb,Mobp,-0.4084,0.3904
Esrrb,Dnahc1,-0.409,0.3899
Esrrb,Osta,-0.4092,0.3897
Esrrb,A030007N12Rik,-0.41,0.389
Esrrb,A830093I24Rik,-0.4104,0.3886
Esrrb,Pga5,-0.4106,0.3885
Esrrb,Art3,-0.4107,0.3884
Esrrb,LOC380850,-0.4118,0.3874
Esrrb,Gbp4,-0.4127,0.3866
Esrrb,Gm555,-0.4135,0.3859
Esrrb,A330075M08Rik,-0.4135,0.3859
Esrrb,Sema4a,-0.4137,0.3857
Esrrb,Tcfcp2l1,-0.4142,0.3853
Esrrb,2200002J24Rik,-0.4146,0.3849
Esrrb,Cryge,-0.4146,0.3849
Esrrb,Snrpd3,-0.4147,0.3848
Esrrb,Nkx2-4,-0.4147,0.3848
Esrrb,Ripply3,-0.4154,0.3842
Esrrb,Mpp3,-0.4162,0.3835
Esrrb,C530008M17Rik,-0.417,0.3828
Esrrb,Kcns3,-0.4172,0.3826
Esrrb,Defb36,-0.4178,0.3821
Esrrb,Cntd1,-0.4183,0.3816
Esrrb,Gm1467,-0.4185,0.3815
Esrrb,Stk10,-0.4191,0.3809
Esrrb,RP23-330D3.5,-0.4194,0.3807
Esrrb,E2f2,-0.4196,0.3805
Esrrb,Grp,-0.4197,0.3804
Esrrb,Apoc4,-0.42,0.3801
Esrrb,Acaa2,-0.4203,0.3799
Esrrb,Anp32c,-0.4214,0.3789
Esrrb,Slc27a2,-0.4214,0.3789
Esrrb,Spns3,-0.422,0.3784
Esrrb,4931420L22Rik,-0.4222,0.3782
Esrrb,BC035954,-0.4223,0.3781
Esrrb,Itgae,-0.4224,0.378
Esrrb,Dppa3,-0.4224,0.378
Esrrb,Morc2b,-0.4229,0.3776
Esrrb,D930048N14Rik,-0.4233,0.3773
Esrrb,Hydin,-0.4235,0.3771
Esrrb,Cyp2c44,-0.4242,0.3765
Esrrb,Sfrp1,-0.4242,0.3765
Esrrb,Slc30a10,-0.4245,0.3762
Esrrb,Matn3,-0.4247,0.376
Esrrb,Aph1a,-0.4248,0.376
Esrrb,Ppfia3,-0.4253,0.3755
Esrrb,Slc38a5,-0.4257,0.3752
Esrrb,9930023K05Rik,-0.4259,0.375
Esrrb,Lefty2,-0.4263,0.3747
Esrrb,Gm24,-0.4265,0.3745
Esrrb,Ggt5,-0.4267,0.3743
Esrrb,Slc32a1,-0.4268,0.3742
Esrrb,Ccdc39,-0.4269,0.3741
Esrrb,Alpk3,-0.4279,0.3733
Esrrb,Nr5a2,-0.4279,0.3733
Esrrb,LOC620458,-0.428,0.3732
Esrrb,4930528F23Rik,-0.4283,0.3729
Esrrb,1700108F19Rik,-0.4289,0.3724
Esrrb,Asgr2,-0.429,0.3723
Esrrb,6620401M08Rik,-0.429,0.3723
Esrrb,Robo4,-0.4293,0.3721
Esrrb,Pnck,-0.4302,0.3713
Esrrb,D830016K09Rik,-0.4302,0.3713
Esrrb,Tnni3,-0.4306,0.371
Esrrb,6030455H03Rik,-0.4309,0.3707
Esrrb,Grrp1,-0.4314,0.3703
Esrrb,Plxdc1,-0.4321,0.3697
Esrrb,Mettl5,-0.4322,0.3696
Esrrb,D19Ertd652e,-0.4323,0.3695
Esrrb,D630040I23Rik,-0.4329,0.369
Esrrb,Ryr2,-0.4337,0.3683
Esrrb,Olfr784,-0.4339,0.3682
Esrrb,C330026N13Rik,-0.4342,0.3679
Esrrb,Gja4,-0.4346,0.3676
Esrrb,D14Ertd668e,-0.4347,0.3675
Esrrb,Trfr2,-0.4352,0.3671
Esrrb,Gpr120,-0.4357,0.3666
Esrrb,Lgals12,-0.4359,0.3665
Esrrb,Ng23,-0.4363,0.3661
Esrrb,6030443J06Rik,-0.4363,0.3661
Esrrb,9630031F12Rik,-0.4374,0.3652
Esrrb,Asb16,-0.438,0.3647
Esrrb,Synpr,-0.4388,0.364
Esrrb,Pgbd1,-0.4393,0.3636
Esrrb,1700003M02Rik,-0.4412,0.362
Esrrb,Zfyve28,-0.4416,0.3617
Esrrb,OTTMUSG00000000421,-0.4417,0.3616
Esrrb,Hist1h2ac,-0.442,0.3614
Esrrb,D6Ertd160e,-0.4421,0.3613
Esrrb,Zfp72,-0.443,0.3605
Esrrb,Gm807,-0.4431,0.3604
Esrrb,Lrmp,-0.4437,0.3599
Esrrb,Serpinb1a,-0.4438,0.3599
Esrrb,C330043M08Rik,-0.444,0.3597
Esrrb,Osm,-0.4441,0.3596
Esrrb,Gtsf1l,-0.4456,0.3584
Esrrb,2310069B03Rik,-0.4468,0.3574
Esrrb,Clmn,-0.447,0.3572
Esrrb,8030451F13Rik,-0.4473,0.357
Esrrb,Klf4,-0.4473,0.357
Esrrb,Alox12e,-0.4487,0.3558
Esrrb,Tmem74,-0.4495,0.3552
Esrrb,4921511C04Rik,-0.4499,0.3548
Esrrb,Lix1,-0.4504,0.3544
Esrrb,Pla2g2e,-0.4509,0.354
Esrrb,Crisp1,-0.4511,0.3539
Esrrb,Ppm1e,-0.4517,0.3534
Esrrb,Tm4sf5,-0.4517,0.3534
Esrrb,Adamts19,-0.4519,0.3532
Esrrb,Ccna1,-0.452,0.3531
Esrrb,Rhox4c,-0.4523,0.3529
Esrrb,Ppyr1,-0.4528,0.3525
Esrrb,Rasl2-9,-0.4528,0.3525
Esrrb,Klhl10,-0.453,0.3523
Esrrb,Edn2,-0.4544,0.3512
Esrrb,C730007P19Rik,-0.4545,0.3511
Esrrb,0910001A06Rik,-0.4547,0.3509
Esrrb,LOC100045026,-0.455,0.3507
Esrrb,Oas1d,-0.455,0.3507
Esrrb,Il27ra,-0.4551,0.3506
Esrrb,2200001I15Rik,-0.4554,0.3504
Esrrb,Ptprz1,-0.4557,0.3501
Esrrb,Igsf5,-0.4559,0.35
Esrrb,BC099439,-0.4561,0.3498
Esrrb,Klb,-0.4563,0.3497
Esrrb,Tmc3,-0.4572,0.3489
Esrrb,Cpn1,-0.4573,0.3488
Esrrb,Fzd5,-0.4578,0.3484
Esrrb,Rab39,-0.4583,0.348
Esrrb,Porcn,-0.4585,0.3479
Esrrb,1810063I02Rik,-0.4588,0.3476
Esrrb,Tcerg1l,-0.4601,0.3466
Esrrb,Slc1a1,-0.4607,0.3461
Esrrb,6030422M02Rik,-0.4608,0.346
Esrrb,Hap1,-0.4641,0.3434
Esrrb,Krt79,-0.4647,0.343
Esrrb,Smarcd3,-0.4658,0.3421
Esrrb,Nfe2l3,-0.4674,0.3408
Esrrb,1810054D07Rik,-0.4676,0.3407
Esrrb,Parp14,-0.4677,0.3406
Esrrb,Cd37,-0.4688,0.3397
Esrrb,LOC628133,-0.4689,0.3397
Esrrb,Rassf2,-0.469,0.3396
Esrrb,Atoh1,-0.4693,0.3393
Esrrb,V1ra3,-0.4694,0.3393
Esrrb,BC028454,-0.4695,0.3392
Esrrb,4930449E01Rik,-0.4703,0.3386
Esrrb,Gpr182,-0.471,0.338
Esrrb,Defb42,-0.4713,0.3378
Esrrb,Asah3,-0.4722,0.3371
Esrrb,Cyp39a1,-0.4724,0.3369
Esrrb,Tesp1,-0.4727,0.3367
Esrrb,Cpne6,-0.4732,0.3363
Esrrb,2310042E22Rik,-0.4742,0.3355
Esrrb,Crxos1,-0.475,0.3349
Esrrb,Mras,-0.4756,0.3345
Esrrb,2410137M14Rik,-0.477,0.3334
Esrrb,Zfp264,-0.4771,0.3333
Esrrb,Vwf,-0.4774,0.3331
Esrrb,Spn,-0.4795,0.3315
Esrrb,Ddc,-0.4811,0.3302
Esrrb,6330534C20Rik,-0.4817,0.3298
Esrrb,Kcnu1,-0.4821,0.3295
Esrrb,Bdh2,-0.4824,0.3293
Esrrb,Npl,-0.4824,0.3293
Esrrb,Ldha,-0.4825,0.3292
Esrrb,Zmat4,-0.4825,0.3292
Esrrb,Kng2,-0.4826,0.3291
Esrrb,Klk1b1,-0.4827,0.329
Esrrb,Apod,-0.4841,0.328
Esrrb,OTTMUSG00000004551,-0.4842,0.3279
Esrrb,D5Ertd605e,-0.4842,0.3279
Esrrb,4833419K08Rik,-0.4845,0.3277
Esrrb,Itgb7,-0.4846,0.3276
Esrrb,EG545253,-0.4846,0.3276
Esrrb,BC062127,-0.4856,0.3268
Esrrb,9030201C23Rik,-0.4863,0.3263
Esrrb,C230040D14,-0.4875,0.3254
Esrrb,AA467197,-0.4877,0.3253
Esrrb,1700016K19Rik,-0.4878,0.3252
Esrrb,I830134H01Rik,-0.4886,0.3246
Esrrb,Aire,-0.489,0.3243
Esrrb,Kank4,-0.4892,0.3241
Esrrb,Wnt3a,-0.4896,0.3238
Esrrb,Sema5b,-0.4918,0.3222
Esrrb,Proc,-0.4938,0.3207
Esrrb,St8sia6,-0.4949,0.3199
Esrrb,Cabp1,-0.4955,0.3195
Esrrb,Hus1b,-0.4958,0.3193
Esrrb,ENSMUSG00000052976,-0.4962,0.319
Esrrb,EG266459,-0.4968,0.3185
Esrrb,Elavl2,-0.498,0.3176
Esrrb,Slc25a41,-0.4995,0.3165
Esrrb,Nanog,-0.4999,0.3163
Esrrb,9330159M07Rik,-0.5006,0.3157
Esrrb,Pfkp,-0.5018,0.3149
Esrrb,Scgb1c1,-0.5019,0.3148
Esrrb,Dnajb13,-0.5033,0.3138
Esrrb,Ldhal6b,-0.5036,0.3136
Esrrb,Cox8c,-0.5039,0.3134
Esrrb,Nos3,-0.5046,0.3128
Esrrb,Ppp1r1b,-0.5047,0.3128
Esrrb,Gjc1,-0.5053,0.3123
Esrrb,LOC624309,-0.5059,0.3119
Esrrb,Gm1967,-0.5062,0.3117
Esrrb,Ffar2,-0.5062,0.3117
Esrrb,Ldhb,-0.5073,0.3109
Esrrb,LOC670511,-0.5074,0.3108
Esrrb,Cnpy1,-0.509,0.3097
Esrrb,4930479M11Rik,-0.5108,0.3084
Esrrb,Fbxo43,-0.5111,0.3082
Esrrb,9030625G05Rik,-0.5112,0.3081
Esrrb,V1rb3,-0.5133,0.3066
Esrrb,Zfp607,-0.5147,0.3057
Esrrb,Ccbl2,-0.5148,0.3056
Esrrb,2210418O10Rik,-0.5151,0.3054
Esrrb,Gjb5,-0.5152,0.3053
Esrrb,LOC631195,-0.5152,0.3053
Esrrb,Prok2,-0.516,0.3047
Esrrb,Notch4,-0.5163,0.3045
Esrrb,Zfp42,-0.5166,0.3043
Esrrb,Aurkc,-0.5169,0.3041
Esrrb,Slc1a3,-0.5175,0.3037
Esrrb,Wfdc15a,-0.5181,0.3033
Esrrb,March11,-0.5185,0.303
Esrrb,Ceacam2,-0.5189,0.3027
Esrrb,Gm1631,-0.5195,0.3023
Esrrb,Morn3,-0.5195,0.3023
Esrrb,Etv2,-0.5195,0.3023
Esrrb,Lag3,-0.5198,0.3021
Esrrb,1110032F04Rik,-0.5199,0.302
Esrrb,4931432P07Rik,-0.52,0.3019
Esrrb,Glod5,-0.521,0.3013
Esrrb,Krt23,-0.522,0.3006
Esrrb,Vstm2l,-0.5229,0.2999
Esrrb,Tm6sf1,-0.5235,0.2995
Esrrb,Ccdc3,-0.5235,0.2995
Esrrb,Fads6,-0.5249,0.2986
Esrrb,Crygn,-0.5258,0.2979
Esrrb,Tmem191c,-0.5279,0.2965
Esrrb,Apof,-0.5279,0.2965
Esrrb,LOC432852,-0.528,0.2964
Esrrb,BC021614,-0.5307,0.2946
Esrrb,Gsta3,-0.531,0.2944
Esrrb,ND6,-0.5312,0.2943
Esrrb,Padi4,-0.5329,0.2931
Esrrb,Nlrp4c,-0.533,0.293
Esrrb,X76971,-0.5335,0.2927
Esrrb,Notum,-0.5338,0.2925
Esrrb,Gtf2a1l,-0.5353,0.2915
Esrrb,Nhedc2,-0.5372,0.2902
Esrrb,Klk1b3,-0.5375,0.29
Esrrb,RP23-395H4.4,-0.5386,0.2893
Esrrb,Nxf3,-0.5388,0.2892
Esrrb,1700019N12Rik,-0.5393,0.2888
Esrrb,AI854517,-0.5398,0.2885
Esrrb,LOC330599,-0.5416,0.2873
Esrrb,4833419E13Rik,-0.5437,0.2859
Esrrb,Slc6a7,-0.5458,0.2845
Esrrb,Slc6a1,-0.5459,0.2845
Esrrb,Abcb11,-0.546,0.2844
Esrrb,Gsc,-0.547,0.2837
Esrrb,Bcl2l14,-0.5472,0.2836
Esrrb,1700028I16Rik,-0.5491,0.2824
Esrrb,Ceacam1,-0.5512,0.281
Esrrb,Pramel6,-0.5518,0.2806
Esrrb,Cbln1,-0.552,0.2805
Esrrb,Foxn4,-0.5522,0.2804
Esrrb,Trpa1,-0.5524,0.2802
Esrrb,Aspa,-0.5525,0.2802
Esrrb,9230019H11Rik,-0.5531,0.2798
Esrrb,Ak7,-0.5537,0.2794
Esrrb,Ctrc,-0.5537,0.2794
Esrrb,Tmem64,-0.5545,0.2789
Esrrb,Stra8,-0.5549,0.2786
Esrrb,Pdk1,-0.5552,0.2784
Esrrb,Ccnb2-ps,-0.5556,0.2782
Esrrb,Ptger2,-0.5565,0.2776
Esrrb,Kcnk4,-0.5565,0.2776
Esrrb,Msc,-0.562,0.2741
Esrrb,Fbxw10,-0.5643,0.2727
Esrrb,A330048O09Rik,-0.5678,0.2705
Esrrb,Ly6k,-0.5709,0.2685
Esrrb,Gjb4,-0.5715,0.2682
Esrrb,Oas1a,-0.5719,0.2679
Esrrb,Itpka,-0.5724,0.2676
Esrrb,Wscd2,-0.5726,0.2675
Esrrb,Gsg1,-0.5741,0.2666
Esrrb,Pcsk6,-0.5742,0.2665
Esrrb,Tekt1,-0.5767,0.265
Esrrb,Slc47a1,-0.5776,0.2644
Esrrb,EG432995,-0.5787,0.2638
Esrrb,Jam2,-0.5798,0.2631
Esrrb,4930434E21Rik,-0.5827,0.2613
Esrrb,Itga9,-0.5831,0.2611
Esrrb,Krt42,-0.5835,0.2609
Esrrb,Oas1g,-0.5848,0.2601
Esrrb,4930568B11Rik,-0.5852,0.2598
Esrrb,Fancd2,-0.5869,0.2588
Esrrb,Cd207,-0.5872,0.2587
Esrrb,Thrsp,-0.5891,0.2575
Esrrb,E130018N17Rik,-0.5892,0.2575
Esrrb,Foxr1,-0.5894,0.2573
Esrrb,Ak3l1,-0.5901,0.2569
Esrrb,Manba,-0.5926,0.2555
Esrrb,D630039A03Rik,-0.5934,0.255
Esrrb,Usp50,-0.5936,0.2549
Esrrb,Ntn1,-0.5945,0.2543
Esrrb,1700016J18Rik,-0.5946,0.2543
Esrrb,Ildr1,-0.5948,0.2542
Esrrb,Ly75,-0.5961,0.2534
Esrrb,Eras,-0.5968,0.253
Esrrb,H2-M5,-0.5985,0.252
Esrrb,Col13a1,-0.6008,0.2507
Esrrb,Gpr133,-0.6009,0.2506
Esrrb,Ndrg2,-0.6011,0.2505
Esrrb,Igsf21,-0.6017,0.2502
Esrrb,Oit1,-0.6041,0.2488
Esrrb,Cd2,-0.6043,0.2487
Esrrb,C330004M20Rik,-0.6049,0.2483
Esrrb,8430430B14Rik,-0.6053,0.2481
Esrrb,4932425I24Rik,-0.6066,0.2474
Esrrb,Rhox10,-0.6072,0.247
Esrrb,AI593442,-0.6085,0.2463
Esrrb,BC028528,-0.6122,0.2442
Esrrb,Hhip,-0.6132,0.2436
Esrrb,3100002J23Rik,-0.614,0.2432
Esrrb,Nphs1,-0.6143,0.243
Esrrb,2310067E19Rik,-0.6144,0.2429
Esrrb,Hfm1,-0.6145,0.2429
Esrrb,Pla2g4e,-0.6146,0.2428
Esrrb,Siglec5,-0.6146,0.2428
Esrrb,Cyp11a1,-0.615,0.2426
Esrrb,9430085M18Rik,-0.6156,0.2423
Esrrb,Chrna9,-0.6179,0.241
Esrrb,C330046G13Rik,-0.6179,0.241
Esrrb,Cd1d1,-0.6202,0.2397
Esrrb,Upp1,-0.623,0.2382
Esrrb,Nlrp4f,-0.6271,0.2359
Esrrb,Klk1b24,-0.628,0.2355
Esrrb,Tm7sf4,-0.6328,0.2329
Esrrb,Egfbp2,-0.6362,0.2311
Esrrb,Grik4,-0.6367,0.2308
Esrrb,Dleu7,-0.6374,0.2304
Esrrb,C030039L03Rik,-0.6396,0.2292
Esrrb,Gm1679,-0.6411,0.2285
Esrrb,Ren2,-0.6416,0.2282
Esrrb,Gm1713,-0.6432,0.2274
Esrrb,1600014C23Rik,-0.6436,0.2271
Esrrb,4930583H14Rik,-0.6477,0.225
Esrrb,9130230L23Rik,-0.6481,0.2248
Esrrb,Myot,-0.6522,0.2227
Esrrb,AW146299,-0.6539,0.2218
Esrrb,Pla2g10,-0.6551,0.2212
Esrrb,4931407G18Rik,-0.6584,0.2195
Esrrb,Myl7,-0.659,0.2192
Esrrb,Fxyd4,-0.662,0.2177
Esrrb,Scn2b,-0.6627,0.2174
Esrrb,Anp32a,-0.664,0.2167
Esrrb,Zfp371,-0.6642,0.2166
Esrrb,Lrrc2,-0.6653,0.2161
Esrrb,Iqcf5,-0.6664,0.2155
Esrrb,Lrfn2,-0.6664,0.2155
Esrrb,Spats1,-0.6668,0.2153
Esrrb,Ooep,-0.6672,0.2151
Esrrb,Gli2,-0.6807,0.2085
Esrrb,Nr0b1,-0.6833,0.2073
Esrrb,Hpdl,-0.6835,0.2072
Esrrb,Ttc9b,-0.6842,0.2069
Esrrb,Cntnap2,-0.6847,0.2066
Esrrb,Atp2b2,-0.69,0.2041
Esrrb,Nkx6-3,-0.6911,0.2036
Esrrb,4930519F16Rik,-0.6969,0.2009
Esrrb,Cpvl,-0.6976,0.2006
Esrrb,Cobl,-0.6979,0.2004
Esrrb,Jakmip1,-0.7001,0.1994
Esrrb,Zyg11a,-0.7009,0.1991
Esrrb,Ldhc,-0.7017,0.1987
Esrrb,Gad1,-0.7112,0.1944
Esrrb,Defb30,-0.7196,0.1907
Esrrb,Bhmt,-0.7273,0.1873
Esrrb,Stk22s1,-0.7282,0.1869
Esrrb,Kit,-0.7312,0.1856
Esrrb,EG328314,-0.7322,0.1852
Esrrb,Hesx1,-0.7328,0.185
Esrrb,Sgcz,-0.7362,0.1835
Esrrb,LOC383754,-0.7403,0.1818
Esrrb,C920008G01Rik,-0.7412,0.1814
Esrrb,Cux2,-0.743,0.1807
Esrrb,Mesdc2,-0.7567,0.1751
